id,name,type1,type2,hp,attack,defense,sp_attack,sp_defense,speed,front_sprite,back_sprite
380,Latias,Dragon,Psychic,80,80,90,110,130,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/380.png
381,Latios,Dragon,Psychic,80,90,80,130,110,110,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/381.png
382,Kyogre,Water,,100,100,90,150,140,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/382.png
383,Groudon,Ground,,100,150,140,100,90,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/383.png
384,Rayquaza,Dragon,Flying,105,150,90,150,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/384.png
385,Jirachi,Steel,Psychic,100,100,100,100,100,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/385.png
386,Deoxys,Psychic,,50,150,50,150,50,150,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/386.png
387,Turtwig,Grass,,55,68,64,45,55,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/387.png
388,Grotle,Grass,,75,89,85,55,65,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/388.png
389,Torterra,Grass,Ground,95,109,105,75,85,56,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/389.png
390,Chimchar,Fire,,44,58,44,58,44,61,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/390.png
391,Monferno,Fire,Fighting,64,78,52,78,52,81,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/391.png
392,Infernape,Fire,Fighting,76,104,71,104,71,108,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/392.png
393,Piplup,Water,,53,51,53,61,56,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/393.png
394,Prinplup,Water,,64,66,68,81,76,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/394.png
395,Empoleon,Water,Steel,84,86,88,111,101,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/395.png
396,Starly,Normal,Flying,40,55,30,30,30,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/396.png
397,Staravia,Normal,Flying,55,75,50,40,40,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/397.png
398,Staraptor,Normal,Flying,85,120,70,50,60,100,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/398.png
399,Bidoof,Normal,,59,45,40,35,40,31,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/399.png
400,Bibarel,Normal,Water,79,85,60,55,60,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/400.png
401,Kricketot,Bug,,37,25,41,25,41,25,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/401.png
402,Kricketune,Bug,,77,85,51,55,51,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/402.png
403,Shinx,Electric,,45,65,34,40,34,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/403.png
404,Luxio,Electric,,60,85,49,60,49,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/404.png
405,Luxray,Electric,,80,120,79,95,79,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/405.png
406,Budew,Grass,Poison,40,30,35,50,70,55,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/406.png
407,Roserade,Grass,Poison,60,70,65,125,105,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/407.png
408,Cranidos,Rock,,67,125,40,30,30,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/408.png
409,Rampardos,Rock,,97,165,60,65,50,58,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/409.png
410,Shieldon,Rock,Steel,30,42,118,42,88,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/410.png
411,Bastiodon,Rock,Steel,60,52,168,47,138,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/411.png
412,Burmy,Bug,,40,29,45,29,45,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/412.png
413,Wormadam,Bug,Grass,60,59,85,79,105,36,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/413.png
414,Mothim,Bug,Flying,70,94,50,94,50,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/414.png
415,Combee,Bug,Flying,30,30,42,30,42,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/415.png
416,Vespiquen,Bug,Flying,70,80,102,80,102,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/416.png
417,Pachirisu,Electric,,60,45,70,45,90,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/417.png
418,Buizel,Water,,55,65,35,60,30,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/418.png
419,Floatzel,Water,,85,105,55,85,50,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/419.png
420,Cherubi,Grass,,45,35,45,62,53,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/420.png
421,Cherrim,Grass,,70,60,70,87,78,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/421.png
422,Shellos,Water,,76,48,48,57,62,34,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/422.png
423,Gastrodon,Water,Ground,111,83,68,92,82,39,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/423.png
424,Ambipom,Normal,,75,100,66,60,66,115,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/424.png
425,Drifloon,Ghost,Flying,90,50,34,60,44,70,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/425.png
426,Drifblim,Ghost,Flying,150,80,44,90,54,80,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/426.png
427,Buneary,Normal,,55,66,44,44,56,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/427.png
428,Lopunny,Normal,,65,76,84,54,96,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/428.png
429,Mismagius,Ghost,,60,60,60,105,105,105,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/429.png
430,Honchkrow,Dark,Flying,100,125,52,105,52,71,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/430.png
431,Glameow,Normal,,49,55,42,42,37,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/431.png
432,Purugly,Normal,,71,82,64,64,59,112,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/432.png
433,Chingling,Psychic,,45,30,50,65,50,45,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/433.png
434,Stunky,Poison,Dark,63,63,47,41,41,74,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/434.png
435,Skuntank,Poison,Dark,103,93,67,71,61,84,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/435.png
436,Bronzor,Steel,Psychic,57,24,86,24,86,23,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/436.png
437,Bronzong,Steel,Psychic,67,89,116,79,116,33,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/437.png
438,Bonsly,Rock,,50,80,95,10,45,10,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/438.png
439,Mime Jr.,Psychic,Fairy,20,25,45,70,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/439.png
440,Happiny,Normal,,100,5,5,15,65,30,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/440.png
441,Chatot,Normal,Flying,76,65,45,92,42,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/441.png
442,Spiritomb,Ghost,Dark,50,92,108,92,108,35,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/442.png
443,Gible,Dragon,Ground,58,70,45,40,45,42,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/443.png
444,Gabite,Dragon,Ground,68,90,65,50,55,82,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/444.png
445,Garchomp,Dragon,Ground,108,130,95,80,85,102,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/445.png
446,Munchlax,Normal,,135,85,40,40,85,5,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/446.png
447,Riolu,Fighting,,40,70,40,35,40,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/447.png
448,Lucario,Fighting,Steel,70,110,70,115,70,90,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/448.png
449,Hippopotas,Ground,,68,72,78,38,42,32,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/449.png
450,Hippowdon,Ground,,108,112,118,68,72,47,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/450.png
451,Skorupi,Poison,Bug,40,50,90,30,55,65,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/451.png
452,Drapion,Poison,Dark,70,90,110,60,75,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/452.png
453,Croagunk,Poison,Fighting,48,61,40,61,40,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/453.png
454,Toxicroak,Poison,Fighting,83,106,65,86,65,85,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/454.png
455,Carnivine,Grass,,74,100,72,90,72,46,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/455.png
456,Finneon,Water,,49,49,56,49,61,66,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/456.png
457,Lumineon,Water,,69,69,76,69,86,91,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/457.png
458,Mantyke,Water,Flying,45,20,50,60,120,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/458.png
459,Snover,Grass,Ice,60,62,50,62,60,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/459.png
460,Abomasnow,Grass,Ice,90,92,75,92,85,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/460.png
461,Weavile,Dark,Ice,70,120,65,45,85,125,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/461.png
462,Magnezone,Electric,Steel,70,70,115,130,90,60,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/462.png
463,Lickilicky,Normal,,110,85,95,80,95,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/463.png
464,Rhyperior,Ground,Rock,115,140,130,55,55,40,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/464.png
465,Tangrowth,Grass,,100,100,125,110,50,50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/465.png
466,Electivire,Electric,,75,123,67,95,85,95,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/466.png
467,Magmortar,Fire,,75,95,67,125,95,83,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/back/467.png
